,person,selected offer
180773,83b1bc5c6c4242cfb39f889e57ce47c7,offer_fail
180937,28a856cb1e354ceb92801d71104c6fd7,offer_fail
182854,cc5eda544a34426db4b327faf64defa5,5a8bc65990b245e5a138643cd4eb9837
182855,cc5eda544a34426db4b327faf64defa5,5a8bc65990b245e5a138643cd4eb9837
182856,cc5eda544a34426db4b327faf64defa5,5a8bc65990b245e5a138643cd4eb9837
182857,cc5eda544a34426db4b327faf64defa5,5a8bc65990b245e5a138643cd4eb9837
182858,cc5eda544a34426db4b327faf64defa5,5a8bc65990b245e5a138643cd4eb9837
182859,cc5eda544a34426db4b327faf64defa5,5a8bc65990b245e5a138643cd4eb9837
183012,9a377b76528d4c5c805872b6149fd566,5a8bc65990b245e5a138643cd4eb9837
183034,9a377b76528d4c5c805872b6149fd566,5a8bc65990b245e5a138643cd4eb9837
184678,e4c38c75c12f4bec9fb35546b14c5fd5,offer_fail
186329,b6d81a7cd7154f7d8155b3351fb514cd,offer_fail
186839,941d896288ab4ceb8d96d8b02e2e96e4,5a8bc65990b245e5a138643cd4eb9837
186874,c84fe4915ef74c7f9e81b003d3ecf54c,5a8bc65990b245e5a138643cd4eb9837
186875,c84fe4915ef74c7f9e81b003d3ecf54c,5a8bc65990b245e5a138643cd4eb9837
187084,6c0bf1e9a354447689cac11e0e239ea0,offer_fail
187855,cd1f2f7d93614d5ea28f27c4875be0ff,offer_fail
188026,8ed66913c59348ca9e5ff003863ff830,offer_fail
188027,8ed66913c59348ca9e5ff003863ff830,offer_fail
188458,6efb398bbf994e2390f7f5063fb54702,offer_fail
188544,123ec648e228460589182607c0db4dd5,offer_fail
189685,98013dc9ce0345959cfbba2f87d5b02b,offer_fail
189688,7a984e5d61aa4a68a0466fc52dc7dfd5,5a8bc65990b245e5a138643cd4eb9837
189703,98013dc9ce0345959cfbba2f87d5b02b,offer_fail
190036,df140c4fd1084480a86305a420b1032c,5a8bc65990b245e5a138643cd4eb9837
190222,bcfc432fc0be4938a9a688c5c2873a49,5a8bc65990b245e5a138643cd4eb9837
191057,24f13b017f21418db21e379166c00023,offer_fail
191218,f9b321a382e342d7b75074b215b6af88,offer_fail
191320,439b5d9ddd9946e68c6f6b6ad197e710,offer_fail
191391,bb15c4ca57524cd38626431d27038f2f,offer_fail
191393,bb15c4ca57524cd38626431d27038f2f,offer_fail
191408,97ec7fd299d94efdb09450d8482ee28c,offer_fail
191587,7f26bb62f8f346f2804f1394b92f85c8,offer_fail
191639,440244d2fe344c3c99478e7aefc1facd,5a8bc65990b245e5a138643cd4eb9837
192141,bf3db1942e184a6eb9c186b2d979d84a,offer_fail
192386,96fa841c065d482bad03b19a7acfe95d,5a8bc65990b245e5a138643cd4eb9837
193020,e8926849bbe24ce488d4f3fcd3b537e8,offer_fail
193598,d609a3e0dcfb4ecc9f6aba6d9d13618b,offer_fail
193827,716bbdabd4d0498da48299483c7046d2,5a8bc65990b245e5a138643cd4eb9837
193930,9721f24798b04dd18723e4504512cbb6,offer_fail
194055,a435b1a742f14417b79b342a22a48c45,offer_fail
194308,fec10086d3c54d929bdd8215df31d9f3,offer_fail
194566,27228232d0a649a1abb48246eb5616f9,5a8bc65990b245e5a138643cd4eb9837
194928,fa2e5ad9c5da4d4cb110a15e162e81b6,offer_fail
195220,eaaad1fc93204a0a912b0f1078992986,offer_fail
195345,51fa027ebbc14391b15c9458fc09ba46,5a8bc65990b245e5a138643cd4eb9837
195414,2e900e4e6e0f412d927997c0551f2cf7,offer_fail
195871,d5b95f202e124df58084c57724b3007f,offer_fail
195890,9de54389816342449e445db1d75d341d,offer_fail
197164,ff4c63a0550743c1a1a46d0f7b792186,5a8bc65990b245e5a138643cd4eb9837
197466,57742106c75b4a2082a223f6d86ab942,offer_fail
197549,0ca46c6ce97a4f0eb2b64423527f86b5,offer_fail
197738,d9728f92749f47618c867c33bd748940,5a8bc65990b245e5a138643cd4eb9837
197739,d9728f92749f47618c867c33bd748940,5a8bc65990b245e5a138643cd4eb9837
197753,cac0f39ebe284c40819c37d540a0767f,offer_fail
197766,a9930daf12d445d49c47fa7f08e4bbb7,offer_fail
197767,a9930daf12d445d49c47fa7f08e4bbb7,offer_fail
197834,a54258212fec4086bacd899d252b1088,offer_fail
197946,41f9e7e0d8c644bb8b3f9c3a8699dc53,offer_fail
198080,c6036dc87d884a5299e7340f0b2b708a,5a8bc65990b245e5a138643cd4eb9837
198201,61e81e0f321d49e7a62c44a2595c3bab,5a8bc65990b245e5a138643cd4eb9837
198204,85f4e5ea5c0044619482bfe16ae32c01,5a8bc65990b245e5a138643cd4eb9837
198711,683537f4b0f84e52bb4781d544da9070,offer_fail
198894,908ed9c56d3c43aa9a644a56595f70d0,offer_fail
199410,aa328da07bf04bb3a0c0e0fbf6f999ca,5a8bc65990b245e5a138643cd4eb9837
199817,69a2ee5872384fb6a0bf2d63a5db9574,offer_fail
199827,f35b342b24734da18a830bb9329a4fbd,5a8bc65990b245e5a138643cd4eb9837
199828,f35b342b24734da18a830bb9329a4fbd,5a8bc65990b245e5a138643cd4eb9837
200152,74baf5c00ec246b19efd321ce3873352,offer_fail
200500,d832770fefbb42ba8a4ecdbec3dadaeb,offer_fail
200522,75c9b63cd43a4c7887b08e1519be5823,offer_fail
200817,2e5e0dec6ec6427b965e755be45261ac,offer_fail
200911,66aeed8c3b3a46ad8ebae6810d201736,offer_fail
200959,664c0533a818495781cb3a3a1c5cc5e6,offer_fail
201121,bd232ba14e124b91a0adcac29dc1792e,offer_fail
201382,23dfcdb8237347dca870bf78d7fa823c,5a8bc65990b245e5a138643cd4eb9837
201565,44302ac6a6c34a55aec6de40b61e286f,5a8bc65990b245e5a138643cd4eb9837
201566,44302ac6a6c34a55aec6de40b61e286f,5a8bc65990b245e5a138643cd4eb9837
202025,f508184a347e4ffe9cf3c56ea7b04834,offer_fail
202135,454587f835b74fa1aa422f76c57373c7,offer_fail
202185,ffd810f301ad42d6bfe98c4ba6ee4125,offer_fail
202200,a29ea9a53fc747dfb077c3f2ef84f83a,5a8bc65990b245e5a138643cd4eb9837
202433,e720be9d0af24df79b101ea36f347aa6,offer_fail
202575,31aaa0fa063549759eed0d800c5a26bb,offer_fail
202577,31aaa0fa063549759eed0d800c5a26bb,offer_fail
202644,e32bcb5eb44445bc8c84394ba2da524d,offer_fail
202652,458ab43bba82460396cd9cc7afc3d12f,offer_fail
203093,728314043f324cb0aac7c45b7a6b8b19,5a8bc65990b245e5a138643cd4eb9837
203176,b93783eb826f47ad8c2d30dd8166ee17,offer_fail
203373,2f4bde67035f445d9c805e09bef359fe,offer_fail
203908,2170ec957f354a51a6e41ecd1a9a8f36,5a8bc65990b245e5a138643cd4eb9837
204020,fe46a70abe4c4aa8b1e7a4a28e49d171,offer_fail
204021,fe46a70abe4c4aa8b1e7a4a28e49d171,offer_fail
204156,fe08759beb54418f9a787bfcebbf6efa,offer_fail
204228,c48c23ad5e914e2cb4e66661f83886bf,offer_fail
204321,89df77a592164f5db95664e6991e15e0,offer_fail
204425,98309897d4a3438689554a358f382404,offer_fail
204705,6ad15a55a2b746b180e18c1757d2c4be,offer_fail
204744,390d897a08e94263bc968889972bb65c,offer_fail
204779,795d12941c3f4b3693d656831f962249,5a8bc65990b245e5a138643cd4eb9837
204989,409c069b95af4a6f91c708eaa7e90714,5a8bc65990b245e5a138643cd4eb9837
205005,c0c8f1fffc2c45eea58917732aba3b99,5a8bc65990b245e5a138643cd4eb9837
205144,4e3afc3a5bd54635b938093420edf973,5a8bc65990b245e5a138643cd4eb9837
205298,c02268ddb6ef49ac97433268234ad78b,offer_fail
205561,04e44377fe9046a3b5b781d1cc74d064,offer_fail
205625,3f48b128c5e34a82bc2fa283e9ddd005,offer_fail
205634,2b42d0e8b0d844dcb07920dffe764bc8,offer_fail
205670,78e99fcc45b04d4084d556c890efd224,offer_fail
205834,00bc983061d3471e8c8e74d31b7c8b6f,offer_fail
205894,188c44a489374810aa61fdaeb47802e4,offer_fail
205950,29bedeb307a7409987b3a6410565573d,offer_fail
205955,1a15d81c06e74971aad99a8048b874e7,5a8bc65990b245e5a138643cd4eb9837
206132,f0c6c6a4fd6e485ca767ac21a78fb4af,offer_fail
206172,f0fad43df34646d6b355ec4a25f77d49,offer_fail
206368,6ae9d756b8674a1989c93d361bc226e9,offer_fail
206590,70423d22f29c4aedb42df7aeb75acb1a,5a8bc65990b245e5a138643cd4eb9837
206686,4496f97242ac4fd19d0acbc30bdbe137,5a8bc65990b245e5a138643cd4eb9837
206708,84c428f8c96e47738f53fc6a63ecb776,offer_fail
206805,3d73e5d5d34d4ea3ab376065e9bd327b,offer_fail
206961,7dae1b05e9ec481c81ccd2186e7ec3d0,offer_fail
206962,520d03e7c62d42bcbfa07c02021d88b4,offer_fail
207039,b8fea1db59094b43927802db63db5185,5a8bc65990b245e5a138643cd4eb9837
207257,6643d7c8ca724345ba607f282f2788c2,offer_fail
207284,6c5c1fbb4f974671ae6df61d4d2888b7,5a8bc65990b245e5a138643cd4eb9837
207382,a8ccd6ff75c44141805f9e0a617534bc,5a8bc65990b245e5a138643cd4eb9837
207410,6d3b0836d650474aafc8aa0fb5f20cb3,5a8bc65990b245e5a138643cd4eb9837
207444,6a18d6be7bb54e7cad40015549ba4527,offer_fail
207516,248dc37acf3f4197b0a92bda480e57a5,offer_fail
207660,7f5905d614894995a7e0d51331097d52,offer_fail
207732,4d361ae9efea4d1383a233e5853da745,offer_fail
207736,8d20cb72c43c43699ff1074fd1e7d468,offer_fail
207746,f526f655ab8e48f2873dcda54a301afd,offer_fail
207925,83c2f8b74eb94d3aa06be3beb1b3a2fd,offer_fail
208033,57760e0d402d41ea970481bd848d1f51,offer_fail
208207,61164923e8924fc080b37880c5685898,5a8bc65990b245e5a138643cd4eb9837
208221,19446b361caa43de84c2aed517457a47,5a8bc65990b245e5a138643cd4eb9837
208231,11a827d5954740588312dd6246076f78,5a8bc65990b245e5a138643cd4eb9837
208261,b29f03fcfc844f01b93c28ce950a2cd7,offer_fail
208293,35eeee7421b84784921a243b16adbac8,offer_fail
208349,b963b2c7781f4fddbdd581a67dff5fd3,offer_fail
208445,ac98ddf8c7b5412f81a47982c1ad92d7,5a8bc65990b245e5a138643cd4eb9837
208457,4c145c0fd7cd47b2bb246e3ef9ee7f64,offer_fail
208486,679cc1c408734de58d166dcc7118f600,offer_fail
208755,d6ae309f1a5e4994aa32b8bc894aaadf,5a8bc65990b245e5a138643cd4eb9837
208880,63b1186a5399405087fe6a9f604bb9d4,offer_fail
208899,9ed7fceee29a4a83978b5c9caa06da35,offer_fail
208912,076c88aa6fcb464f801327263f961370,offer_fail
208924,4fbc1ad572014f0296e97df32208f2e6,5a8bc65990b245e5a138643cd4eb9837
209031,e0af2ef4dfab40c49c196311195efc60,offer_fail
209045,ab2dfcc6a76844a9a5a37d9d93a74ff7,offer_fail
209095,a6f23de017f347ae9f9732015c0592fe,offer_fail
209152,0f1fe763ba994fe2b415920a6410507e,offer_fail
209192,3b465313341d480aa62faf5fd520ae30,offer_fail
209369,01a5e8b57bc04e0292525f3e2817fa17,offer_fail
209408,1c78834522f9410087e559648e9d9e50,offer_fail
209668,dcf8854b24174769bad5c4922dcd17de,offer_fail
209876,28e43ca045f648d2a2824bb22c2d8962,offer_fail
209877,28e43ca045f648d2a2824bb22c2d8962,offer_fail
209878,28e43ca045f648d2a2824bb22c2d8962,offer_fail
209939,5eb8f0103c2b46d88e96be8beecbb6ef,offer_fail
209940,5eb8f0103c2b46d88e96be8beecbb6ef,offer_fail
209950,6ae9d756b8674a1989c93d361bc226e9,offer_fail
209986,f56d6ab254de4944ab80622884fa1d4d,5a8bc65990b245e5a138643cd4eb9837
209987,f56d6ab254de4944ab80622884fa1d4d,5a8bc65990b245e5a138643cd4eb9837
209988,f56d6ab254de4944ab80622884fa1d4d,5a8bc65990b245e5a138643cd4eb9837
209989,f56d6ab254de4944ab80622884fa1d4d,5a8bc65990b245e5a138643cd4eb9837
209990,f56d6ab254de4944ab80622884fa1d4d,5a8bc65990b245e5a138643cd4eb9837
209991,f56d6ab254de4944ab80622884fa1d4d,5a8bc65990b245e5a138643cd4eb9837
209994,ac98ddf8c7b5412f81a47982c1ad92d7,5a8bc65990b245e5a138643cd4eb9837
210000,65e8796e81f2400ea600a24519054a5e,5a8bc65990b245e5a138643cd4eb9837
210003,f56d6ab254de4944ab80622884fa1d4d,5a8bc65990b245e5a138643cd4eb9837
210004,f56d6ab254de4944ab80622884fa1d4d,5a8bc65990b245e5a138643cd4eb9837
210039,f526f655ab8e48f2873dcda54a301afd,offer_fail
210056,b8fea1db59094b43927802db63db5185,5a8bc65990b245e5a138643cd4eb9837
210184,11a827d5954740588312dd6246076f78,5a8bc65990b245e5a138643cd4eb9837
210185,11a827d5954740588312dd6246076f78,5a8bc65990b245e5a138643cd4eb9837
210352,301fd1800ffd4897aed469da5705e223,offer_fail
210393,3d55cea8d1bd4066b6e733035caa9821,5a8bc65990b245e5a138643cd4eb9837
210434,01a5e8b57bc04e0292525f3e2817fa17,offer_fail
210502,f71b5aba6a7a4f9a8bb5bf4ef9435fbc,offer_fail
210536,537cb01b85034adda92399a285704c14,offer_fail
210544,9d48e17bab4d42d28c7da398858ce8c1,5a8bc65990b245e5a138643cd4eb9837
210557,9d48e17bab4d42d28c7da398858ce8c1,5a8bc65990b245e5a138643cd4eb9837
210598,c8cc88e5db5444aba6814dc0560feb99,5a8bc65990b245e5a138643cd4eb9837
210686,8cf689ca692c4afca40523f14633d523,offer_fail
210828,6b979cb1a50745ca9b2cea296b0918c3,offer_fail
210928,6a18d6be7bb54e7cad40015549ba4527,offer_fail
210952,e0af2ef4dfab40c49c196311195efc60,offer_fail
210983,f490e04e9dbd4bb186712a61b0ef41bc,5a8bc65990b245e5a138643cd4eb9837
211087,29bedeb307a7409987b3a6410565573d,offer_fail
211090,6643d7c8ca724345ba607f282f2788c2,offer_fail
211157,3d73e5d5d34d4ea3ab376065e9bd327b,offer_fail
211196,520d03e7c62d42bcbfa07c02021d88b4,offer_fail
211243,26df95a49cbd48f3b18bfbb31d240c7c,5a8bc65990b245e5a138643cd4eb9837
211266,b29f03fcfc844f01b93c28ce950a2cd7,offer_fail
211286,6d3b0836d650474aafc8aa0fb5f20cb3,5a8bc65990b245e5a138643cd4eb9837
211387,4496f97242ac4fd19d0acbc30bdbe137,5a8bc65990b245e5a138643cd4eb9837
211496,ca93d6bdd8ab4cbba95c072fe17c44e9,5a8bc65990b245e5a138643cd4eb9837
211516,3b465313341d480aa62faf5fd520ae30,offer_fail
211573,38259b87415e4d7897ec0fb9c621b3ad,offer_fail
211849,4d361ae9efea4d1383a233e5853da745,offer_fail
211881,a6f23de017f347ae9f9732015c0592fe,offer_fail
211892,d6ae309f1a5e4994aa32b8bc894aaadf,5a8bc65990b245e5a138643cd4eb9837
211893,d6ae309f1a5e4994aa32b8bc894aaadf,5a8bc65990b245e5a138643cd4eb9837
211907,4fbc1ad572014f0296e97df32208f2e6,5a8bc65990b245e5a138643cd4eb9837
212154,3673655033ee4bf782a1440da5617064,offer_fail
212199,4300a41fca2143a38b46941de668f6d6,offer_fail
212288,253154f26d2c4201aaed2192bdbbd8dc,offer_fail
212289,253154f26d2c4201aaed2192bdbbd8dc,offer_fail
212432,9cb1f7b13c23451087606360e5e16b4f,offer_fail
212564,62fb072537a647a89f99fb9ea66a7c00,offer_fail
212578,7a7aece75d5347bd869fbcf707aea6b1,5a8bc65990b245e5a138643cd4eb9837
212601,a6eee494b513443099e657f362abcdec,offer_fail
212602,a6eee494b513443099e657f362abcdec,offer_fail
212614,c0c8ab46c7714a2da817a69fea4ed043,offer_fail
212637,22617705eec442e0b7b43e5c5f56fb17,offer_fail
212807,24768f77cf174c6d9cd7a8c5b7f7a4c3,offer_fail
212879,07805efd53494b8fa08f661e311dad9e,5a8bc65990b245e5a138643cd4eb9837
212880,07805efd53494b8fa08f661e311dad9e,5a8bc65990b245e5a138643cd4eb9837
212881,07805efd53494b8fa08f661e311dad9e,5a8bc65990b245e5a138643cd4eb9837
212882,07805efd53494b8fa08f661e311dad9e,5a8bc65990b245e5a138643cd4eb9837
212883,07805efd53494b8fa08f661e311dad9e,5a8bc65990b245e5a138643cd4eb9837
212884,07805efd53494b8fa08f661e311dad9e,5a8bc65990b245e5a138643cd4eb9837
212948,91b8bd3486414b79a3cf714f2f63d51b,5a8bc65990b245e5a138643cd4eb9837
212949,d5693531c45e49bda3af20db740101af,offer_fail
213039,71f3c9ba5cc14787b931f16542e07733,offer_fail
213082,81c7b04f3f344301bb6c578db4886da1,offer_fail
213092,8b27a4a3a2454af2999ccf5bb8963ba6,offer_fail
213162,0cfc8087b52b413f98f20f433ca54b23,offer_fail
213235,d841103ad25f4103bb3d93989f3dad32,5a8bc65990b245e5a138643cd4eb9837
213244,3763decc87ac45c0a2dd8d54a9aa7826,offer_fail
213278,b6000db934b145d0951f31b4adf33a40,offer_fail
213304,f74e87301cf84112977c36838d18246c,offer_fail
213307,b6000db934b145d0951f31b4adf33a40,offer_fail
213381,033f0ee2250e475b87f70115e7895957,5a8bc65990b245e5a138643cd4eb9837
213449,954b214031734fff8400f906652405bf,offer_fail
213481,800e77c142bd420a986810da209db2f3,offer_fail
213514,8eb604dc765a45a38b4212751af99ae2,offer_fail
213590,18f61802466c407c9170d92ed2b8a966,offer_fail
213689,ba837b8385e74413981dd817f6deba2c,offer_fail
213733,d51c04879a2e4dc4bc21046979b117bd,5a8bc65990b245e5a138643cd4eb9837
213774,5433b75812d94a7faf79c6b81a10c506,5a8bc65990b245e5a138643cd4eb9837
213905,933cde0823514ddcbf9b4b3ef68ad270,offer_fail
213915,98eecc7236a44cd480c1ff1784d63839,offer_fail
214028,867ff25c35e148c5b159368354b846bd,offer_fail
214072,ad05dadd098c46cba692bb37e5fd739e,offer_fail
214073,ad05dadd098c46cba692bb37e5fd739e,offer_fail
214074,ad05dadd098c46cba692bb37e5fd739e,offer_fail
214179,25f66f03dbcb42f89a31b53d15a8f729,5a8bc65990b245e5a138643cd4eb9837
214206,9f9eb9386d71451bb751acee1ab3603d,offer_fail
214260,5ab73cc199824b2ea9d232c21c0a10e8,offer_fail
214471,f56d6ab254de4944ab80622884fa1d4d,5a8bc65990b245e5a138643cd4eb9837
214472,f56d6ab254de4944ab80622884fa1d4d,5a8bc65990b245e5a138643cd4eb9837
214487,41759218f61546e49f0c02e98f24028e,5a8bc65990b245e5a138643cd4eb9837
214539,8b5ced0708ef473291264e708f8aa90c,offer_fail
214629,4eeb7adcea7c4be7802014985754090c,5a8bc65990b245e5a138643cd4eb9837
214647,d238c2c94ca64d348808025afb370195,offer_fail
214701,df9fc9a86ca84ef5aedde8925d5838ba,offer_fail
214750,11e2d9f6ef474d13bcf1db21f5c7bb62,offer_fail
215054,253154f26d2c4201aaed2192bdbbd8dc,offer_fail
215329,9f9eb9386d71451bb751acee1ab3603d,offer_fail
215429,3bee268f105f4c5397ff326fcee03f7f,5a8bc65990b245e5a138643cd4eb9837
215433,c34b2bbea66543e6959258063efe9fbc,offer_fail
215496,13032878f513409bb503d79069bd8779,offer_fail
215760,25f66f03dbcb42f89a31b53d15a8f729,5a8bc65990b245e5a138643cd4eb9837
215831,f2acd6b2a94a48efbcd6437406eb67b9,5a8bc65990b245e5a138643cd4eb9837
215835,400ec2d34163424787f1c23e14822e73,offer_fail
215845,d51c04879a2e4dc4bc21046979b117bd,5a8bc65990b245e5a138643cd4eb9837
215912,ba837b8385e74413981dd817f6deba2c,offer_fail
215950,689beb5e5dee4b998b22b1997a291f75,offer_fail
216065,933cde0823514ddcbf9b4b3ef68ad270,offer_fail
216094,98eecc7236a44cd480c1ff1784d63839,offer_fail
216175,2c240a2c74d5450e9c32dacc88ab7cff,offer_fail
216203,5433b75812d94a7faf79c6b81a10c506,5a8bc65990b245e5a138643cd4eb9837
216371,d5693531c45e49bda3af20db740101af,offer_fail
216636,3d29f05a4e2140f7822b78f7934a0ac1,offer_fail
216675,131bde0240b4492ebca42f488ba8df56,5a8bc65990b245e5a138643cd4eb9837
216703,06c2a531fef542cd89877cb9fb10aaeb,5a8bc65990b245e5a138643cd4eb9837
216787,554e8f98231e467e9c8809de0d6de40e,offer_fail
216799,745317293ddf44fa853a38aee9d1e032,5a8bc65990b245e5a138643cd4eb9837
216866,fe4b84c6bd5d4c6098f6299220965440,offer_fail
216887,71f3c9ba5cc14787b931f16542e07733,offer_fail
216964,7a7aece75d5347bd869fbcf707aea6b1,5a8bc65990b245e5a138643cd4eb9837
216974,599ad9ceb6f94a6283da40a556bdc262,offer_fail
217009,62fb072537a647a89f99fb9ea66a7c00,offer_fail
217046,b62e66ca4dcf4df39fd522e750a88d81,offer_fail
217128,bf8d7498eb32431ab3fedaa14b7d3a0d,offer_fail
217134,1c587de019994f93a242c6864fd7bc55,5a8bc65990b245e5a138643cd4eb9837
